Customer ID,Order Date,Ship Date,Ship Mode
134971,2021-06-07,2026-12-01,Second Class
160325,2021-09-24,2027-03-17,Same Day
137911,2021-10-09,2027-04-07,Standard Class
146990,2021-11-07,2027-05-01,First Class
162992,2021-12-19,2027-06-13,First Class
138219,2022-03-23,2027-09-20,Standard Class
148180,2022-07-26,2028-01-21,Standard Class
156811,2023-10-27,2029-04-24,Standard Class
105445,2024-02-20,2029-08-17,Second Class
161851,2024-04-15,2029-10-08,First Class
160325,2024-09-24,2030-03-17,Same Day
137365,2024-11-30,2030-05-26,Second Class
135377,2024-12-13,2030-06-10,Standard Class
158491,2022-06-04,2027-11-30,Second Class
154767,2023-06-28,2028-12-20,Second Class
156139,2023-12-31,2029-06-28,Standard Class
154851,2024-03-30,2029-09-24,Standard Class
128629,2024-07-10,2030-01-04,Second Class
147564,2024-10-02,2030-03-29,Standard Class
112508,2022-03-24,2027-09-20,Standard Class
166219,2022-08-28,2028-02-22,Standard Class
158211,2023-01-04,2028-06-30,Standard Class
142902,2023-09-12,2029-03-06,Second Class
115574,2023-12-23,2029-06-15,First Class
130036,2024-08-27,2030-02-17,Same Day
140907,2024-12-10,2030-06-04,Second Class
167150,2024-12-10,2030-06-09,Standard Class
146626,2024-12-29,2030-06-28,Standard Class
101462,2021-04-20,2026-10-16,Standard Class
135174,2022-04-30,2027-10-23,Second Class
141551,2023-09-24,2029-03-22,Standard Class
116442,2023-12-15,2029-06-13,Standard Class
142888,2024-11-21,2030-05-18,Standard Class
153976,2021-10-03,2027-03-31,Second Class
142398,2023-04-12,2028-10-06,Standard Class
150483,2023-05-31,2028-11-24,Standard Class
142895,2023-07-21,2029-01-15,Standard Class
154760,2024-01-09,2029-07-05,Standard Class
137505,2024-11-24,2030-05-17,Same Day
156664,2024-12-18,2030-06-15,Standard Class
148194,2021-05-04,2026-10-28,First Class
143581,2021-08-19,2027-02-13,Standard Class
168130,2021-09-19,2027-03-12,Same Day
107440,2023-04-16,2028-10-10,Standard Class
149965,2023-06-20,2028-12-15,Standard Class
134712,2021-11-29,2027-05-27,Standard Class
142475,2022-12-03,2028-05-29,Standard Class
116288,2024-03-12,2029-09-07,Standard Class
160633,2024-11-16,2030-05-14,Standard Class
112347,2024-12-02,2030-05-29,Standard Class
149524,2021-01-14,2026-07-08,First Class
107398,2021-08-25,2027-02-20,Standard Class
106376,2021-12-05,2027-06-02,Standard Class
109015,2022-09-06,2028-03-04,Standard Class
105900,2023-09-17,2029-03-15,Standard Class
109610,2024-11-25,2030-05-23,Second Class
126032,2021-06-23,2026-12-19,Standard Class
126725,2022-11-17,2028-05-13,Standard Class
101791,2023-05-27,2028-11-20,Standard Class
103373,2021-05-18,2026-11-14,Standard Class
133690,2021-08-03,2027-01-26,First Class
126137,2022-10-03,2028-03-30,Standard Class
156748,2023-11-30,2029-05-28,Standard Class
135069,2024-04-10,2029-10-05,Standard Class
123778,2024-09-23,2030-03-23,Standard Class
130631,2024-12-29,2030-06-25,Standard Class
122371,2022-09-26,2028-03-23,Standard Class
135279,2024-04-09,2029-10-02,First Class
166954,2021-04-25,2026-10-21,Standard Class
138002,2022-09-06,2028-03-04,Standard Class
103723,2022-12-01,2028-05-28,Standard Class
153612,2022-12-22,2028-06-18,Standard Class
115994,2024-01-28,2029-07-23,Second Class
107769,2021-10-28,2027-04-24,Standard Class
111325,2022-02-27,2027-08-21,First Class
120502,2022-04-13,2027-10-10,Standard Class
110016,2022-11-29,2028-05-26,Standard Class
126935,2023-05-19,2028-11-13,Standard Class
117513,2024-03-03,2029-08-29,Standard Class
151946,2021-06-04,2026-11-30,Standard Class
139283,2021-11-23,2027-05-20,Standard Class
106383,2023-03-19,2028-09-10,Second Class
163461,2023-06-18,2028-12-11,First Class
165085,2022-12-27,2028-06-22,Standard Class
122511,2023-03-11,2028-08-31,Same Day
104780,2021-05-21,2026-11-15,Standard Class
146864,2021-12-22,2027-06-18,Standard Class
148208,2023-01-22,2028-07-19,Standard Class
117212,2024-02-26,2029-08-20,Second Class
123029,2024-09-30,2030-03-25,Second Class
121629,2021-11-28,2027-05-25,Standard Class
132626,2022-07-09,2028-01-04,Standard Class
125710,2022-10-08,2028-04-04,Standard Class
123358,2023-04-10,2028-10-07,Standard Class
146423,2023-04-21,2028-10-11,Same Day
161193,2024-11-20,2030-05-19,Standard Class
158967,2024-12-10,2030-06-04,First Class
103793,2022-03-26,2027-09-21,Standard Class
156734,2022-06-18,2027-12-11,First Class
168410,2023-02-21,2028-08-18,Standard Class
123526,2023-12-24,2029-06-16,First Class
104220,2024-01-30,2029-07-28,Standard Class
100391,2021-05-25,2026-11-19,Standard Class
119634,2022-08-11,2028-02-06,Standard Class
157413,2024-06-01,2029-11-27,Standard Class
106565,2022-03-20,2027-09-13,First Class
137302,2022-04-26,2027-10-22,Standard Class
126844,2023-10-08,2029-04-05,Standard Class
101161,2023-10-13,2029-04-11,Standard Class
127194,2023-12-10,2029-06-07,Standard Class
159366,2024-01-07,2029-07-02,First Class
151855,2024-05-27,2029-11-24,Standard Class
154074,2024-08-31,2030-02-23,Second Class
109897,2021-08-12,2027-02-06,Standard Class
167633,2021-09-30,2027-03-28,Standard Class
116596,2023-10-27,2029-04-22,Standard Class
120873,2023-10-27,2029-04-23,Second Class
106579,2024-06-08,2029-12-04,Standard Class
143343,2024-06-10,2029-12-04,First Class
167997,2021-01-26,2026-07-22,First Class
161452,2022-04-05,2027-10-02,Standard Class
105690,2022-11-21,2028-05-18,Second Class
157791,2023-12-23,2029-06-19,Second Class
134649,2024-01-26,2029-07-23,Second Class
122112,2024-09-25,2030-03-22,Standard Class
162621,2022-09-05,2028-03-03,Standard Class
168081,2023-04-24,2028-10-17,Second Class
107328,2023-08-08,2029-02-04,Standard Class
164945,2023-11-22,2029-05-19,Standard Class
125661,2023-11-24,2029-05-18,First Class
128237,2021-03-25,2026-09-20,Standard Class
111171,2021-12-26,2027-06-23,Standard Class
120362,2022-09-14,2028-03-11,Standard Class
106894,2023-02-07,2028-07-30,Same Day
140053,2024-07-03,2029-12-31,Standard Class
122196,2024-09-22,2030-03-17,First Class
169607,2024-10-12,2030-04-07,First Class
106432,2024-10-19,2030-04-16,Standard Class
102610,2024-11-04,2030-05-01,Standard Class
150434,2021-07-19,2027-01-14,Standard Class
116365,2023-01-03,2028-06-30,Standard Class
145366,2024-12-09,2030-06-05,Standard Class
120936,2024-12-17,2030-06-13,Standard Class
140858,2021-06-28,2026-12-23,Standard Class
145576,2021-09-14,2027-03-11,Second Class
140200,2022-07-26,2028-01-18,First Class
135853,2022-12-11,2028-06-05,First Class
132857,2023-12-11,2029-06-08,Standard Class
122175,2024-05-12,2029-11-04,Second Class
145653,2024-09-01,2030-02-22,Same Day
140004,2021-03-21,2026-09-15,Standard Class
130869,2021-11-17,2027-05-14,Standard Class
146563,2022-08-24,2028-02-18,Standard Class
121188,2022-08-28,2028-02-25,Standard Class
117583,2023-11-27,2029-05-22,First Class
131282,2024-02-05,2029-07-31,Second Class
100160,2024-09-07,2030-03-04,Standard Class
144484,2024-09-11,2030-03-04,Same Day
152898,2024-09-11,2030-03-08,Standard Class
102904,2024-11-13,2030-05-13,Standard Class
136259,2022-11-05,2028-04-30,First Class
113656,2023-01-23,2028-07-21,Standard Class
163398,2023-05-03,2028-10-28,Standard Class
139941,2023-06-12,2028-12-07,Standard Class
147417,2023-07-25,2029-01-16,First Class
111374,2024-02-24,2029-08-20,Standard Class
157896,2024-11-16,2030-05-09,Same Day
152660,2024-12-04,2030-06-01,Standard Class
104514,2022-01-02,2027-06-27,Second Class
113971,2022-05-08,2027-11-04,Standard Class
100146,2022-05-14,2027-11-09,Standard Class
111094,2022-07-09,2028-01-03,Standard Class
165505,2023-01-23,2028-07-19,Standard Class
147585,2023-11-07,2029-05-04,Standard Class
161046,2024-03-05,2029-08-26,Same Day
136826,2024-06-16,2029-12-11,Standard Class
136399,2021-12-16,2027-06-09,First Class
104297,2022-05-29,2027-11-21,First Class
113040,2022-08-27,2028-02-21,Standard Class
108532,2022-08-29,2028-02-23,Standard Class
129308,2023-07-07,2029-01-02,Standard Class
161781,2023-09-29,2029-03-22,First Class
141726,2021-07-20,2027-01-12,First Class
121797,2022-01-30,2027-07-30,Standard Class
122623,2022-09-07,2028-03-03,Standard Class
132906,2022-09-10,2028-03-06,Standard Class
130078,2023-08-08,2029-02-03,Standard Class
148201,2023-08-26,2029-02-18,Second Class
146185,2024-09-15,2030-03-12,Standard Class
103527,2021-09-09,2027-03-07,Second Class
166891,2021-10-04,2027-03-29,First Class
161634,2021-11-14,2027-05-13,Standard Class
147879,2022-05-07,2027-11-02,Standard Class
145730,2023-03-03,2028-08-28,Standard Class
131380,2023-03-28,2028-09-20,Second Class
155474,2023-07-08,2029-01-03,Standard Class
155992,2023-10-01,2029-03-24,First Class
119914,2024-05-04,2029-10-30,Second Class
161410,2024-06-26,2029-12-24,Standard Class
107888,2024-11-16,2030-05-12,First Class
152695,2024-12-10,2030-06-02,Same Day
143714,2023-05-23,2028-11-16,Standard Class
135265,2023-07-07,2028-12-29,Second Class
154690,2023-08-15,2029-02-06,Second Class
106691,2024-11-06,2030-05-05,Standard Class
155866,2024-11-17,2030-05-14,Standard Class
166695,2021-05-20,2026-11-14,Standard Class
150791,2022-09-06,2028-03-05,Standard Class
116736,2023-01-17,2028-07-13,Standard Class
148957,2023-09-17,2029-03-15,Standard Class
114888,2023-09-19,2029-03-16,Second Class
163384,2023-11-10,2029-05-04,First Class
118570,2023-11-13,2029-05-09,Standard Class
166695,2024-05-20,2029-11-14,Standard Class
143035,2024-10-03,2030-03-28,Second Class
125290,2024-11-06,2030-05-03,Second Class
126221,2024-12-30,2030-06-28,Standard Class
163146,2021-05-16,2026-11-10,Standard Class
146836,2023-05-02,2028-10-22,Same Day
155033,2023-10-07,2029-04-03,Standard Class
158260,2023-11-04,2029-04-30,Standard Class
139388,2023-11-07,2029-05-01,First Class
158344,2024-08-07,2030-02-01,Standard Class
160836,2024-09-11,2030-03-09,Standard Class
144225,2024-09-30,2030-03-25,Second Class
100811,2024-11-21,2030-05-17,First Class
169901,2024-06-15,2029-12-10,Standard Class
118542,2024-12-01,2030-05-28,Standard Class
123071,2024-12-03,2030-05-29,First Class
124688,2021-08-27,2027-02-19,First Class
132507,2022-07-30,2028-01-24,Second Class
161445,2022-09-07,2028-03-01,Second Class
118178,2023-03-19,2028-09-13,Standard Class
146521,2023-07-21,2029-01-12,Second Class
157707,2023-10-10,2029-04-03,First Class
155957,2024-11-26,2030-05-23,Standard Class
154158,2021-12-23,2027-06-19,Second Class
128993,2022-09-12,2028-03-09,Second Class
167759,2023-03-03,2028-08-28,Second Class
152121,2023-11-27,2029-05-21,Second Class
100419,2023-12-16,2029-06-11,Second Class
112753,2024-06-18,2029-12-14,Standard Class
163139,2024-12-01,2030-05-26,Second Class
158057,2021-03-22,2026-09-16,Standard Class
119480,2022-01-09,2027-07-06,Standard Class
140984,2022-09-14,2028-03-10,Standard Class
109190,2022-10-23,2028-04-19,Standard Class
147235,2021-03-24,2026-09-18,Standard Class
101910,2022-11-27,2028-05-25,Standard Class
122017,2023-12-29,2029-06-24,Standard Class
107853,2024-05-26,2029-11-21,Standard Class
111556,2024-11-20,2030-05-15,First Class
100083,2023-11-24,2029-05-21,Standard Class
119438,2024-03-18,2029-09-13,Standard Class
144596,2024-11-06,2030-05-03,Standard Class
102925,2024-11-05,2030-05-03,Second Class
132444,2024-11-18,2030-05-14,First Class
139857,2021-02-02,2026-07-30,Standard Class
166961,2021-12-27,2027-06-23,Standard Class
149972,2022-09-21,2028-03-15,First Class
124352,2023-10-15,2029-04-12,Standard Class
145135,2023-11-26,2029-05-20,First Class
161242,2022-06-01,2027-11-29,Standard Class
140081,2023-06-20,2028-12-14,Standard Class
164350,2023-09-10,2029-03-04,Second Class
121020,2023-10-24,2029-04-22,Standard Class
104955,2024-03-19,2029-09-14,Standard Class
143217,2024-11-11,2030-05-10,Standard Class
123918,2022-10-15,2028-04-06,Same Day
152156,2023-11-08,2029-05-03,Second Class
164098,2024-01-26,2029-07-19,First Class
127110,2022-06-25,2027-12-22,Standard Class
123673,2022-10-30,2028-04-23,Second Class
109344,2023-02-08,2028-08-03,Second Class
163951,2023-12-30,2029-06-24,First Class
112977,2023-03-10,2028-09-05,Standard Class
128818,2023-05-07,2028-10-31,Standard Class
122392,2023-07-22,2029-01-16,Standard Class
161683,2023-12-03,2029-05-30,Standard Class
150469,2024-01-26,2029-07-22,Standard Class
144491,2024-03-27,2029-09-22,Standard Class
102204,2024-05-01,2029-10-27,Standard Class
122105,2024-06-24,2029-12-19,Standard Class
166884,2021-03-11,2026-09-06,Second Class
113929,2021-06-16,2026-12-12,Standard Class
131541,2021-07-28,2027-01-18,Same Day
135363,2022-03-28,2027-09-23,Standard Class
144771,2022-10-02,2028-03-26,First Class
110982,2023-06-05,2028-11-27,First Class
100720,2023-07-16,2029-01-10,Standard Class
112256,2023-07-23,2029-01-17,Standard Class
140018,2023-11-21,2029-05-18,Standard Class
104577,2024-05-12,2029-11-07,Standard Class
110821,2024-08-07,2030-01-29,First Class
122028,2024-08-18,2030-02-15,Standard Class
110443,2024-11-21,2030-05-18,Standard Class
125521,2021-03-14,2026-09-09,Standard Class
104472,2021-06-02,2026-11-28,Standard Class
134789,2023-04-08,2028-10-05,Standard Class
109085,2024-02-17,2029-08-12,First Class
135230,2024-09-01,2030-02-28,Standard Class
106264,2021-12-26,2027-06-22,Standard Class
142237,2022-07-11,2028-01-03,First Class
120516,2022-08-13,2028-02-07,Standard Class
119683,2023-03-12,2028-09-05,Second Class
124233,2023-04-08,2028-10-04,Standard Class
167472,2023-06-06,2028-11-27,First Class
158610,2023-09-19,2029-03-14,First Class
127341,2024-01-29,2029-07-25,Standard Class
104647,2024-02-23,2029-08-22,Standard Class
138611,2024-11-14,2030-05-10,Second Class
100902,2024-11-17,2030-05-14,Standard Class
107755,2021-02-07,2026-08-05,Standard Class
104976,2021-12-09,2027-06-08,Standard Class
127754,2022-07-26,2028-01-21,Standard Class
160696,2022-09-06,2028-03-02,Standard Class
140809,2023-02-01,2028-07-26,First Class
101630,2023-02-19,2028-08-15,Second Class
101336,2023-11-13,2029-05-10,Standard Class
166611,2024-03-28,2029-09-23,Standard Class
117247,2024-10-09,2030-04-06,Standard Class
155894,2021-07-26,2027-01-20,Second Class
150035,2023-12-01,2029-05-27,Standard Class
131583,2024-06-10,2029-12-01,Same Day
121888,2024-09-15,2030-03-10,Second Class
116239,2021-03-04,2026-08-25,Same Day
131310,2021-07-12,2027-01-08,Standard Class
127936,2021-09-02,2027-02-25,First Class
125731,2021-09-10,2027-03-09,Standard Class
135580,2022-12-30,2028-06-25,Standard Class
106530,2023-05-08,2028-10-28,Same Day
134803,2023-05-28,2028-11-23,Standard Class
153178,2023-09-14,2029-03-10,Standard Class
128867,2023-11-03,2029-05-02,Standard Class
118129,2023-12-19,2029-06-12,Second Class
129567,2024-03-17,2029-09-11,Second Class
119452,2024-03-21,2029-09-17,Standard Class
149279,2023-04-24,2028-10-18,Standard Class
108875,2023-09-24,2029-03-23,Standard Class
166037,2024-01-28,2029-07-24,Standard Class
159604,2024-04-14,2029-10-06,First Class
141446,2024-09-16,2030-03-11,Second Class
151554,2021-11-14,2027-05-08,First Class
127383,2021-12-31,2027-06-28,Standard Class
110730,2023-09-23,2029-03-18,Second Class
140494,2024-03-10,2029-09-05,Second Class
145765,2024-05-28,2029-11-23,Standard Class
121489,2024-08-21,2030-02-15,Second Class
147816,2022-09-24,2028-03-18,Second Class
135923,2023-01-22,2028-07-20,Standard Class
105361,2022-03-29,2027-09-25,Standard Class
100524,2024-03-31,2029-09-23,Second Class
137414,2024-10-02,2030-03-29,Standard Class
149699,2024-12-22,2030-06-16,First Class
111493,2023-10-21,2029-04-13,First Class
155530,2023-12-17,2029-06-12,Standard Class
162936,2024-08-18,2030-02-12,Standard Class
139955,2024-09-28,2030-03-23,Second Class
113453,2024-10-21,2030-04-20,Standard Class
156412,2024-12-04,2030-05-31,Standard Class
101154,2022-09-18,2028-03-13,First Class
152527,2022-10-17,2028-04-08,Same Day
158554,2022-11-09,2028-05-01,Same Day
165386,2024-08-03,2030-01-25,First Class
118598,2024-11-16,2030-05-09,Same Day
146164,2024-12-22,2030-06-18,Standard Class
101525,2023-05-01,2028-10-24,Second Class
149237,2023-05-26,2028-11-19,Standard Class
155845,2023-08-12,2029-02-04,Second Class
114230,2023-11-27,2029-05-23,Standard Class
144309,2023-12-10,2029-06-07,Standard Class
145352,2022-03-16,2027-09-12,Standard Class
128027,2022-09-14,2028-03-09,Second Class
111738,2024-01-03,2029-06-29,Standard Class
119746,2024-11-23,2030-05-20,Standard Class
133851,2021-06-09,2026-12-07,Standard Class
145898,2023-09-26,2029-03-18,Same Day
133697,2023-10-20,2029-04-15,Second Class
168088,2022-03-19,2027-09-12,First Class
140410,2022-11-03,2028-04-29,Standard Class
169026,2023-08-08,2029-02-02,Standard Class
113677,2023-11-13,2029-05-11,Standard Class
113418,2024-10-01,2030-03-26,First Class
143126,2024-12-03,2030-05-30,Second Class
104563,2021-03-07,2026-09-02,Standard Class
144974,2021-09-26,2027-03-23,Standard Class
103492,2021-10-10,2027-04-07,Standard Class
133585,2022-03-01,2027-08-25,First Class
112949,2021-06-20,2026-12-18,Standard Class
136280,2021-11-29,2027-05-29,Standard Class
162866,2021-12-27,2027-06-23,Standard Class
147501,2022-08-02,2028-01-27,Standard Class
140543,2023-06-29,2028-12-23,Second Class
127187,2021-12-04,2027-05-31,Standard Class
145457,2022-03-24,2027-09-17,Second Class
113215,2022-09-03,2028-02-29,Standard Class
128258,2023-03-30,2028-09-21,First Class
113236,2023-05-26,2028-11-18,Second Class
167402,2024-01-13,2029-07-10,Second Class
144064,2024-08-29,2030-02-22,First Class
132430,2024-10-09,2030-04-03,First Class
148838,2021-03-17,2026-09-11,Standard Class
105571,2022-11-07,2028-05-03,Standard Class
127642,2023-05-21,2028-11-12,First Class
164889,2023-06-03,2028-11-26,Second Class
133613,2023-06-17,2028-12-12,Standard Class
108098,2023-10-14,2029-04-09,Standard Class
168102,2024-04-24,2029-10-21,Standard Class
117240,2024-07-23,2030-01-18,Standard Class
155551,2023-04-18,2028-10-13,Standard Class
101742,2023-09-23,2029-03-20,Second Class
165561,2023-11-24,2029-05-20,Standard Class
105998,2024-11-03,2030-04-28,First Class
111003,2021-06-01,2026-11-27,Standard Class
112795,2021-08-23,2027-02-18,Second Class
162159,2023-09-16,2029-03-10,First Class
166716,2021-08-20,2027-02-15,Second Class
164035,2023-06-12,2028-12-07,Standard Class
137239,2023-08-22,2029-02-17,Standard Class
116519,2024-10-13,2030-04-07,First Class
128958,2022-01-24,2027-07-21,Standard Class
159149,2024-02-17,2029-08-11,First Class
136868,2024-10-06,2030-04-04,Standard Class
130575,2021-12-14,2027-06-08,First Class
136378,2022-04-02,2027-09-28,Standard Class
138716,2022-09-17,2028-03-12,First Class
131828,2024-02-11,2029-08-05,Second Class
147452,2024-09-30,2030-03-26,First Class
124618,2021-05-02,2026-10-25,Second Class
