Product Name,Customer ID,Sales,Units,Gross Profit,Cost,Order Date,Ship Date,Ship Mode
Wonka Bar - Milk Chocolate,107748,6.5,2,4.22,2.28,2024-12-10,2030-06-04,Second Class
Wonka Bar - Fudge Mallows,107748,14.4,4,9.6,4.8,2024-12-10,2030-06-04,Second Class
Wonka Bar -Scrumdiddlyumptious,108287,32.4,9,22.5,9.9,2024-12-18,2030-06-12,First Class
Wonka Bar - Fudge Mallows,142909,7.2,2,4.8,2.4,2024-12-22,2030-06-17,Second Class
Wonka Bar -Scrumdiddlyumptious,104927,18.0,5,12.5,5.5,2024-12-22,2030-06-18,Standard Class
Wonka Bar - Milk Chocolate,104927,16.25,5,10.55,5.7,2024-12-22,2030-06-18,Standard Class
Wonka Bar - Nutty Crunch Surprise,104927,17.45,5,12.45,5.0,2024-12-22,2030-06-18,Standard Class
Wonka Bar -Scrumdiddlyumptious,158470,10.8,3,7.5,3.3,2021-04-19,2026-10-14,Second Class
Wonka Bar - Milk Chocolate,158470,35.75,11,23.21,12.54,2021-04-19,2026-10-14,Second Class
Wonka Bar -Scrumdiddlyumptious,125171,18.0,5,12.5,5.5,2021-09-03,2027-02-24,Same Day
Wonka Bar - Milk Chocolate,109820,9.75,3,6.33,3.42,2023-11-20,2029-05-14,First Class
Wonka Bar - Milk Chocolate,109820,6.5,2,4.22,2.28,2023-11-20,2029-05-14,First Class
Wonka Bar - Milk Chocolate,109820,9.75,3,6.33,3.42,2023-11-20,2029-05-14,First Class
Wonka Bar - Nutty Crunch Surprise,136483,6.98,2,4.98,2.0,2023-12-01,2029-05-28,Standard Class
Wonka Bar - Fudge Mallows,107244,14.4,4,9.6,4.8,2024-09-07,2030-03-04,Standard Class
Wonka Bar - Triple Dazzle Caramel,104241,52.5,14,34.3,18.2,2022-01-04,2027-07-02,Standard Class
Wonka Bar - Milk Chocolate,162201,22.75,7,14.77,7.98,2022-06-08,2027-12-03,Standard Class
Wonka Bar - Triple Dazzle Caramel,162201,7.5,2,4.9,2.6,2022-06-08,2027-12-03,Standard Class
Wonka Bar - Triple Dazzle Caramel,162201,7.5,2,4.9,2.6,2022-06-08,2027-12-03,Standard Class
Wonka Bar -Scrumdiddlyumptious,162201,10.8,3,7.5,3.3,2022-06-08,2027-12-03,Standard Class
Wonka Gum,162201,12.5,10,6.5,6.0,2022-06-08,2027-12-03,Standard Class
Wonka Bar - Triple Dazzle Caramel,162201,26.25,7,17.15,9.1,2022-06-08,2027-12-03,Standard Class
Wonka Bar - Triple Dazzle Caramel,162201,15.0,4,9.8,5.2,2022-06-08,2027-12-03,Standard Class
Wonka Bar -Scrumdiddlyumptious,142692,3.6,1,2.5,1.1,2022-10-23,2028-04-19,Standard Class
Wonka Bar -Scrumdiddlyumptious,118738,25.2,7,17.5,7.7,2022-10-24,2028-04-21,Standard Class
Wonka Bar - Fudge Mallows,118738,7.2,2,4.8,2.4,2022-10-24,2028-04-21,Standard Class
Wonka Bar - Triple Dazzle Caramel,118738,11.25,3,7.35,3.9,2022-10-24,2028-04-21,Standard Class
Wonka Bar - Milk Chocolate,156146,6.5,2,4.22,2.28,2022-10-26,2028-04-21,Second Class
Wonka Bar -Scrumdiddlyumptious,156146,7.2,2,5.0,2.2,2022-10-26,2028-04-21,Second Class
Wonka Bar - Fudge Mallows,111948,7.2,2,4.8,2.4,2022-11-11,2028-05-03,Same Day
Wonka Gum,111948,8.75,7,4.55,4.2,2022-11-11,2028-05-03,Same Day
Wonka Bar - Nutty Crunch Surprise,168921,10.47,3,7.47,3.0,2023-10-20,2029-04-13,First Class
Wonka Bar - Fudge Mallows,132976,10.8,3,7.2,3.6,2024-10-13,2030-04-09,Standard Class
Lickable Wallpaper,132976,40.0,2,20.0,20.0,2024-10-13,2030-04-09,Standard Class
Wonka Bar - Triple Dazzle Caramel,132976,15.0,4,9.8,5.2,2024-10-13,2030-04-09,Standard Class
Wonka Bar - Triple Dazzle Caramel,132976,22.5,6,14.7,7.8,2024-10-13,2030-04-09,Standard Class
Wonka Bar - Milk Chocolate,167850,9.75,3,6.33,3.42,2021-08-09,2027-02-06,Standard Class
Wonka Bar - Fudge Mallows,167850,7.2,2,4.8,2.4,2021-08-09,2027-02-06,Standard Class
Lickable Wallpaper,158281,60.0,3,30.0,30.0,2021-09-02,2027-02-28,Standard Class
Wonka Bar - Triple Dazzle Caramel,169572,33.75,9,22.05,11.7,2022-09-06,2028-03-04,Standard Class
Wonka Bar - Fudge Mallows,164084,7.2,2,4.8,2.4,2022-09-07,2028-03-04,Standard Class
Wonka Bar - Milk Chocolate,164084,6.5,2,4.22,2.28,2022-09-07,2028-03-04,Standard Class
Wonka Bar - Milk Chocolate,164084,13.0,4,8.44,4.56,2022-09-07,2028-03-04,Standard Class
Wonka Bar - Fudge Mallows,164084,10.8,3,7.2,3.6,2022-09-07,2028-03-04,Standard Class
Wonka Bar -Scrumdiddlyumptious,164084,18.0,5,12.5,5.5,2022-09-07,2028-03-04,Standard Class
Wonka Bar - Milk Chocolate,137512,6.5,2,4.22,2.28,2022-05-07,2027-11-02,Standard Class
Wonka Bar - Triple Dazzle Caramel,137512,15.0,4,9.8,5.2,2022-05-07,2027-11-02,Standard Class
Wonka Bar - Milk Chocolate,133368,26.0,8,16.88,9.12,2023-01-14,2028-07-12,Standard Class
Wonka Bar - Milk Chocolate,133368,6.5,2,4.22,2.28,2023-01-14,2028-07-12,Standard Class
Wonka Bar -Scrumdiddlyumptious,108987,14.4,4,10.0,4.4,2023-09-08,2029-03-02,Second Class
Wonka Bar - Fudge Mallows,108987,14.4,4,9.6,4.8,2023-09-08,2029-03-02,Second Class
Wonka Bar - Nutty Crunch Surprise,108987,10.47,3,7.47,3.0,2023-09-08,2029-03-02,Second Class
Wonka Bar - Nutty Crunch Surprise,108987,6.98,2,4.98,2.0,2023-09-08,2029-03-02,Second Class
Wonka Bar - Milk Chocolate,146822,13.0,4,8.44,4.56,2024-06-09,2029-12-05,Standard Class
Wonka Bar - Milk Chocolate,101483,6.5,2,4.22,2.28,2024-07-29,2030-01-22,Second Class
Wonka Bar - Fudge Mallows,101483,10.8,3,7.2,3.6,2024-07-29,2030-01-22,Second Class
Wonka Bar - Triple Dazzle Caramel,101483,18.75,5,12.25,6.5,2024-07-29,2030-01-22,Second Class
Wonka Bar - Fudge Mallows,104094,3.6,1,2.4,1.2,2024-09-07,2030-03-04,Standard Class
Wonka Bar - Nutty Crunch Surprise,163335,24.43,7,17.43,7.0,2024-09-24,2030-03-20,First Class
Wonka Bar - Fudge Mallows,163335,10.8,3,7.2,3.6,2024-09-24,2030-03-20,First Class
Wonka Bar -Scrumdiddlyumptious,158638,14.4,4,10.0,4.4,2021-09-17,2027-03-14,Standard Class
Wonka Bar - Triple Dazzle Caramel,110947,11.25,3,7.35,3.9,2022-06-09,2027-12-06,Standard Class
Wonka Bar - Fudge Mallows,113222,10.8,3,7.2,3.6,2022-11-09,2028-05-01,Same Day
Wonka Bar - Milk Chocolate,126123,29.25,9,18.99,10.26,2024-10-14,2030-04-10,Standard Class
Wonka Bar - Fudge Mallows,126123,3.6,1,2.4,1.2,2024-10-14,2030-04-10,Standard Class
Wonka Bar - Milk Chocolate,119137,3.25,1,2.11,1.14,2021-07-23,2027-01-17,Standard Class
Wonka Bar -Scrumdiddlyumptious,119137,18.0,5,12.5,5.5,2021-07-23,2027-01-17,Standard Class
Wonka Bar -Scrumdiddlyumptious,119137,36.0,10,25.0,11.0,2021-07-23,2027-01-17,Standard Class
Wonka Bar - Nutty Crunch Surprise,119137,27.92,8,19.92,8.0,2021-07-23,2027-01-17,Standard Class
Wonka Bar - Nutty Crunch Surprise,130785,13.96,4,9.96,4.0,2022-09-05,2028-03-01,Standard Class
Wonka Bar -Scrumdiddlyumptious,130785,10.8,3,7.5,3.3,2022-09-05,2028-03-01,Standard Class
Wonka Bar - Triple Dazzle Caramel,130785,22.5,6,14.7,7.8,2022-09-05,2028-03-01,Standard Class
Wonka Bar - Milk Chocolate,136728,13.0,4,8.44,4.56,2022-09-13,2028-03-09,Second Class
Wonka Bar -Scrumdiddlyumptious,136728,3.6,1,2.5,1.1,2022-09-13,2028-03-09,Second Class
Wonka Bar - Milk Chocolate,115399,9.75,3,6.33,3.42,2022-12-19,2028-06-13,First Class
Wonka Bar - Milk Chocolate,148376,6.5,2,4.22,2.28,2022-12-27,2028-06-22,Standard Class
Wonka Bar - Nutty Crunch Surprise,148376,24.43,7,17.43,7.0,2022-12-27,2028-06-22,Standard Class
Wonka Bar - Nutty Crunch Surprise,158435,13.96,4,9.96,4.0,2023-05-17,2028-11-07,First Class
Wonka Bar - Fudge Mallows,158435,7.2,2,4.8,2.4,2023-05-17,2028-11-07,First Class
Wonka Bar - Nutty Crunch Surprise,158435,24.43,7,17.43,7.0,2023-05-17,2028-11-07,First Class
Wonka Bar - Nutty Crunch Surprise,160108,24.43,7,17.43,7.0,2023-12-08,2029-06-03,Standard Class
Wonka Bar -Scrumdiddlyumptious,160108,10.8,3,7.5,3.3,2023-12-08,2029-06-03,Standard Class
Wonka Bar -Scrumdiddlyumptious,110198,10.8,3,7.5,3.3,2024-05-01,2029-10-23,First Class
Wonka Bar - Nutty Crunch Surprise,110198,6.98,2,4.98,2.0,2024-05-01,2029-10-23,First Class
Wonka Bar - Fudge Mallows,161557,18.0,5,12.0,6.0,2024-09-03,2030-03-01,Standard Class
Wonka Bar - Milk Chocolate,116939,16.25,5,10.55,5.7,2024-09-25,2030-03-22,Standard Class
Wonka Bar - Nutty Crunch Surprise,122070,10.47,3,7.47,3.0,2021-04-22,2026-10-15,Second Class
Kazookles,122070,26.0,8,2.0,24.0,2021-04-22,2026-10-15,Second Class
Wonka Bar - Fudge Mallows,113768,21.6,6,14.4,7.2,2021-05-13,2026-11-09,Standard Class
Lickable Wallpaper,113768,40.0,2,20.0,20.0,2021-05-13,2026-11-09,Standard Class
Wonka Bar - Nutty Crunch Surprise,158400,13.96,4,9.96,4.0,2021-10-25,2027-04-20,First Class
Wonka Bar -Scrumdiddlyumptious,157644,10.8,3,7.5,3.3,2021-12-31,2027-06-24,First Class
Wonka Bar - Triple Dazzle Caramel,157644,11.25,3,7.35,3.9,2021-12-31,2027-06-24,First Class
Wonka Bar - Triple Dazzle Caramel,130113,7.5,2,4.9,2.6,2022-12-27,2028-06-22,Standard Class
Wonka Bar - Nutty Crunch Surprise,130113,31.41,9,22.41,9.0,2022-12-27,2028-06-22,Standard Class
Wonka Bar - Milk Chocolate,162747,22.75,7,14.77,7.98,2023-03-20,2028-09-14,Second Class
Wonka Bar - Milk Chocolate,164000,22.75,7,14.77,7.98,2024-12-18,2030-06-14,Standard Class
Wonka Bar - Fudge Mallows,160066,7.2,2,4.8,2.4,2021-11-16,2027-05-15,Standard Class
Wonka Bar -Scrumdiddlyumptious,161795,7.2,2,5.0,2.2,2022-12-21,2028-06-14,Second Class
Wonka Bar -Scrumdiddlyumptious,144015,18.0,5,12.5,5.5,2023-06-26,2028-12-16,Same Day
Wonka Bar - Milk Chocolate,144015,6.5,2,4.22,2.28,2023-06-26,2028-12-16,Same Day
Wonka Bar - Fudge Mallows,144015,7.2,2,4.8,2.4,2023-06-26,2028-12-16,Same Day
Wonka Bar - Milk Chocolate,149797,6.5,2,4.22,2.28,2023-09-15,2029-03-12,Standard Class
Wonka Bar - Fudge Mallows,147109,36.0,10,24.0,12.0,2023-12-17,2029-06-12,Standard Class
Wonka Bar - Nutty Crunch Surprise,147109,10.47,3,7.47,3.0,2023-12-17,2029-06-12,Standard Class
Kazookles,118857,16.25,5,1.25,15.0,2024-04-15,2029-10-09,First Class
Wonka Bar - Fudge Mallows,145702,10.8,3,7.2,3.6,2024-05-19,2029-11-14,Second Class
Wonka Bar - Triple Dazzle Caramel,145702,26.25,7,17.15,9.1,2024-05-19,2029-11-14,Second Class
Wonka Bar -Scrumdiddlyumptious,112004,18.0,5,12.5,5.5,2024-09-25,2030-03-21,First Class
Wonka Bar -Scrumdiddlyumptious,112004,7.2,2,5.0,2.2,2024-09-25,2030-03-21,First Class
Wonka Bar -Scrumdiddlyumptious,125451,7.2,2,5.0,2.2,2024-10-23,2030-04-16,First Class
Wonka Bar - Fudge Mallows,125451,14.4,4,9.6,4.8,2024-10-23,2030-04-16,First Class
Wonka Bar - Fudge Mallows,125451,14.4,4,9.6,4.8,2024-10-23,2030-04-16,First Class
Wonka Bar - Nutty Crunch Surprise,125451,10.47,3,7.47,3.0,2024-10-23,2030-04-16,First Class
Wonka Bar - Nutty Crunch Surprise,125451,3.49,1,2.49,1.0,2024-10-23,2030-04-16,First Class
Wonka Bar - Triple Dazzle Caramel,125451,30.0,8,19.6,10.4,2024-10-23,2030-04-16,First Class
Wonka Bar - Nutty Crunch Surprise,165029,10.47,3,7.47,3.0,2024-11-26,2030-05-23,Standard Class
Wonka Bar - Fudge Mallows,123295,14.4,4,9.6,4.8,2021-07-18,2027-01-08,Same Day
Wonka Bar - Nutty Crunch Surprise,135594,24.43,7,17.43,7.0,2023-06-30,2028-12-23,Second Class
Wonka Bar - Nutty Crunch Surprise,145261,17.45,5,12.45,5.0,2023-12-18,2029-06-12,First Class
Wonka Bar - Triple Dazzle Caramel,145261,15.0,4,9.8,5.2,2023-12-18,2029-06-12,First Class
Wonka Bar - Triple Dazzle Caramel,145261,15.0,4,9.8,5.2,2023-12-18,2029-06-12,First Class
Wonka Bar - Milk Chocolate,145261,13.0,4,8.44,4.56,2023-12-18,2029-06-12,First Class
Lickable Wallpaper,145261,40.0,2,20.0,20.0,2023-12-18,2029-06-12,First Class
Wonka Bar -Scrumdiddlyumptious,145261,10.8,3,7.5,3.3,2023-12-18,2029-06-12,First Class
Wonka Bar - Milk Chocolate,145261,9.75,3,6.33,3.42,2023-12-18,2029-06-12,First Class
Wonka Bar - Triple Dazzle Caramel,150987,18.75,5,12.25,6.5,2024-04-08,2029-10-03,Standard Class
Wonka Bar - Triple Dazzle Caramel,150987,15.0,4,9.8,5.2,2024-04-08,2029-10-03,Standard Class
Kazookles,107958,13.0,4,1.0,12.0,2024-07-02,2029-12-26,First Class
Wonka Bar - Triple Dazzle Caramel,107958,18.75,5,12.25,6.5,2024-07-02,2029-12-26,First Class
Wonka Bar -Scrumdiddlyumptious,151211,10.8,3,7.5,3.3,2024-08-17,2030-02-13,Standard Class
Wonka Bar - Nutty Crunch Surprise,151211,20.94,6,14.94,6.0,2024-08-17,2030-02-13,Standard Class
Wonka Bar - Fudge Mallows,131632,7.2,2,4.8,2.4,2024-10-31,2030-04-27,Standard Class
Wonka Bar -Scrumdiddlyumptious,125185,7.2,2,5.0,2.2,2022-03-05,2027-08-28,Second Class
Wonka Bar - Fudge Mallows,125185,7.2,2,4.8,2.4,2022-03-05,2027-08-28,Second Class
Wonka Bar - Fudge Mallows,112697,7.2,2,4.8,2.4,2023-12-18,2029-06-11,Second Class
Wonka Bar - Nutty Crunch Surprise,112697,24.43,7,17.43,7.0,2023-12-18,2029-06-11,Second Class
Wonka Bar -Scrumdiddlyumptious,112697,18.0,5,12.5,5.5,2023-12-18,2029-06-11,Second Class
Wonka Bar - Milk Chocolate,123043,3.25,1,2.11,1.14,2024-08-24,2030-02-19,Standard Class
Wonka Bar - Triple Dazzle Caramel,123043,15.0,4,9.8,5.2,2024-08-24,2030-02-19,Standard Class
Wonka Bar - Milk Chocolate,154732,16.25,5,10.55,5.7,2024-11-05,2030-04-30,First Class
Wonka Bar - Nutty Crunch Surprise,153983,17.45,5,12.45,5.0,2021-11-29,2027-05-29,Standard Class
Wonka Bar - Triple Dazzle Caramel,153983,7.5,2,4.9,2.6,2021-11-29,2027-05-29,Standard Class
Wonka Bar - Milk Chocolate,155040,6.5,2,4.22,2.28,2022-11-10,2028-05-07,Standard Class
Wonka Bar -Scrumdiddlyumptious,165050,18.0,5,12.5,5.5,2022-12-07,2028-05-31,First Class
Wonka Bar - Triple Dazzle Caramel,165050,7.5,2,4.9,2.6,2022-12-07,2028-05-31,First Class
Wonka Bar - Triple Dazzle Caramel,165050,22.5,6,14.7,7.8,2022-12-07,2028-05-31,First Class
Wonka Bar - Nutty Crunch Surprise,166485,6.98,2,4.98,2.0,2023-02-20,2028-08-19,Standard Class
Wonka Bar - Nutty Crunch Surprise,104080,6.98,2,4.98,2.0,2024-03-08,2029-09-05,Standard Class
Wonka Bar - Triple Dazzle Caramel,104080,18.75,5,12.25,6.5,2024-03-08,2029-09-05,Standard Class
Wonka Bar - Milk Chocolate,146983,9.75,3,6.33,3.42,2024-09-02,2030-02-27,Standard Class
Wonka Bar - Milk Chocolate,148831,26.0,8,16.88,9.12,2024-10-13,2030-04-07,First Class
Wonka Bar - Nutty Crunch Surprise,166919,17.45,5,12.45,5.0,2024-11-23,2030-05-20,Standard Class
Wonka Bar -Scrumdiddlyumptious,147956,21.6,6,15.0,6.6,2024-12-24,2030-06-23,Standard Class
Wonka Bar - Milk Chocolate,141243,29.25,9,18.99,10.26,2022-01-03,2027-07-01,Second Class
Wonka Bar -Scrumdiddlyumptious,141243,10.8,3,7.5,3.3,2022-01-03,2027-07-01,Second Class
Wonka Bar - Nutty Crunch Surprise,141243,17.45,5,12.45,5.0,2022-01-03,2027-07-01,Second Class
Wonka Bar - Milk Chocolate,151547,26.0,8,16.88,9.12,2022-01-17,2027-07-16,Standard Class
Wonka Bar -Scrumdiddlyumptious,126165,7.2,2,5.0,2.2,2023-05-05,2028-10-27,Second Class
Wonka Bar - Triple Dazzle Caramel,145275,11.25,3,7.35,3.9,2024-04-02,2029-09-27,Standard Class
Wonka Bar -Scrumdiddlyumptious,115546,7.2,2,5.0,2.2,2024-05-14,2029-11-08,Standard Class
Wonka Bar - Fudge Mallows,115546,10.8,3,7.2,3.6,2024-05-14,2029-11-08,Standard Class
Wonka Bar - Triple Dazzle Caramel,162278,15.0,4,9.8,5.2,2021-10-26,2027-04-22,Second Class
Wonka Bar - Milk Chocolate,162278,16.25,5,10.55,5.7,2021-10-26,2027-04-22,Second Class
Wonka Bar - Fudge Mallows,160479,18.0,5,12.0,6.0,2023-09-15,2029-03-12,Standard Class
Wonka Bar - Nutty Crunch Surprise,152492,3.49,1,2.49,1.0,2024-07-06,2029-12-27,Same Day
Wonka Bar - Triple Dazzle Caramel,109715,7.5,2,4.9,2.6,2024-12-09,2030-06-06,Standard Class
Wonka Bar - Fudge Mallows,160276,7.2,2,4.8,2.4,2021-04-02,2026-09-29,Standard Class
Wonka Bar - Fudge Mallows,110548,25.2,7,16.8,8.4,2022-05-04,2027-10-29,Standard Class
Wonka Bar - Nutty Crunch Surprise,166604,10.47,3,7.47,3.0,2022-05-15,2027-11-10,Second Class
Wonka Bar -Scrumdiddlyumptious,112214,18.0,5,12.5,5.5,2022-08-05,2028-02-01,Standard Class
Wonka Bar - Nutty Crunch Surprise,112214,3.49,1,2.49,1.0,2022-08-05,2028-02-01,Standard Class
Wonka Bar - Milk Chocolate,112214,22.75,7,14.77,7.98,2022-08-05,2028-02-01,Standard Class
Wonka Bar - Milk Chocolate,112214,9.75,3,6.33,3.42,2022-08-05,2028-02-01,Standard Class
Wonka Bar -Scrumdiddlyumptious,113628,18.0,5,12.5,5.5,2022-11-12,2028-05-11,Standard Class
Wonka Bar - Nutty Crunch Surprise,113628,10.47,3,7.47,3.0,2022-11-12,2028-05-11,Standard Class
Wonka Bar -Scrumdiddlyumptious,113628,18.0,5,12.5,5.5,2022-11-12,2028-05-11,Standard Class
Wonka Bar - Triple Dazzle Caramel,113628,11.25,3,7.35,3.9,2022-11-12,2028-05-11,Standard Class
Wonka Bar - Milk Chocolate,113628,6.5,2,4.22,2.28,2022-11-12,2028-05-11,Standard Class
Wonka Bar - Milk Chocolate,113628,3.25,1,2.11,1.14,2022-11-12,2028-05-11,Standard Class
Wonka Bar - Fudge Mallows,139780,28.8,8,19.2,9.6,2022-12-31,2028-06-24,Second Class
Kazookles,138282,26.0,8,2.0,24.0,2023-05-19,2028-11-12,Standard Class
Wonka Bar - Nutty Crunch Surprise,113831,34.9,10,24.9,10.0,2023-05-30,2028-11-23,Standard Class
Wonka Bar - Triple Dazzle Caramel,113831,22.5,6,14.7,7.8,2023-05-30,2028-11-23,Standard Class
Wonka Bar - Triple Dazzle Caramel,113831,22.5,6,14.7,7.8,2023-05-30,2028-11-23,Standard Class
Wonka Bar -Scrumdiddlyumptious,144148,25.2,7,17.5,7.7,2023-07-31,2029-01-25,Standard Class
Wonka Bar - Fudge Mallows,158869,7.2,2,4.8,2.4,2023-08-06,2029-01-27,First Class
Wonka Bar - Milk Chocolate,145709,9.75,3,6.33,3.42,2023-10-04,2029-03-30,Standard Class
Wonka Bar -Scrumdiddlyumptious,145709,10.8,3,7.5,3.3,2023-10-04,2029-03-30,Standard Class
Wonka Bar - Fudge Mallows,148740,7.2,2,4.8,2.4,2023-11-15,2029-05-11,Standard Class
Wonka Bar - Milk Chocolate,131387,16.25,5,10.55,5.7,2021-04-28,2026-10-21,First Class
Wonka Bar - Triple Dazzle Caramel,159709,11.25,3,7.35,3.9,2021-05-10,2026-11-05,Standard Class
Wonka Bar - Triple Dazzle Caramel,159709,18.75,5,12.25,6.5,2021-05-10,2026-11-05,Standard Class
Wonka Bar - Fudge Mallows,102330,21.6,6,14.4,7.2,2021-12-29,2027-06-26,Standard Class
Wonka Bar - Triple Dazzle Caramel,102330,15.0,4,9.8,5.2,2021-12-29,2027-06-26,Standard Class
Wonka Bar - Fudge Mallows,167479,10.8,3,7.2,3.6,2022-03-14,2027-09-09,Standard Class
Wonka Bar - Nutty Crunch Surprise,158918,13.96,4,9.96,4.0,2022-12-20,2028-06-16,Second Class
Wonka Bar - Milk Chocolate,158694,29.25,9,18.99,10.26,2023-11-10,2029-05-05,Second Class
Wonka Bar - Nutty Crunch Surprise,158694,13.96,4,9.96,4.0,2023-11-10,2029-05-05,Second Class
Wonka Bar - Fudge Mallows,158694,18.0,5,12.0,6.0,2023-11-10,2029-05-05,Second Class
Wonka Bar - Fudge Mallows,158694,10.8,3,7.2,3.6,2023-11-10,2029-05-05,Second Class
Wonka Bar -Scrumdiddlyumptious,158694,18.0,5,12.5,5.5,2023-11-10,2029-05-05,Second Class
Wonka Bar - Fudge Mallows,158694,10.8,3,7.2,3.6,2023-11-10,2029-05-05,Second Class
Wonka Bar - Milk Chocolate,158694,13.0,4,8.44,4.56,2023-11-10,2029-05-05,Second Class
Wonka Bar -Scrumdiddlyumptious,107552,3.6,1,2.5,1.1,2024-05-05,2029-10-26,Same Day
Wonka Bar -Scrumdiddlyumptious,155929,7.2,2,5.0,2.2,2024-09-09,2030-03-06,Standard Class
Wonka Bar - Nutty Crunch Surprise,160759,3.49,1,2.49,1.0,2024-12-11,2030-06-09,Standard Class
Wonka Bar - Nutty Crunch Surprise,116855,17.45,5,12.45,5.0,2024-12-17,2030-06-13,Standard Class
Wonka Bar - Milk Chocolate,149020,3.25,1,2.11,1.14,2021-01-10,2026-07-08,Standard Class
Wonka Gum,149020,1.25,1,0.65,0.6,2021-01-10,2026-07-08,Standard Class
Wonka Bar - Triple Dazzle Caramel,108609,30.0,8,19.6,10.4,2021-10-31,2027-04-25,Second Class
Wonka Bar - Triple Dazzle Caramel,141313,22.5,6,14.7,7.8,2021-12-28,2027-06-24,Standard Class
Wonka Bar -Scrumdiddlyumptious,141313,14.4,4,10.0,4.4,2021-12-28,2027-06-24,Standard Class
Wonka Bar -Scrumdiddlyumptious,141313,18.0,5,12.5,5.5,2021-12-28,2027-06-24,Standard Class
Wonka Bar - Triple Dazzle Caramel,165554,7.5,2,4.9,2.6,2022-05-18,2027-11-12,Standard Class
Wonka Bar - Milk Chocolate,123617,19.5,6,12.66,6.84,2023-11-28,2029-05-25,Standard Class
Wonka Bar -Scrumdiddlyumptious,133361,7.2,2,5.0,2.2,2024-05-14,2029-11-07,First Class
Wonka Bar -Scrumdiddlyumptious,133361,7.2,2,5.0,2.2,2024-05-14,2029-11-07,First Class
Wonka Bar - Nutty Crunch Surprise,133361,17.45,5,12.45,5.0,2024-05-14,2029-11-07,First Class
Wonka Bar - Triple Dazzle Caramel,133361,18.75,5,12.25,6.5,2024-05-14,2029-11-07,First Class
Wonka Bar - Fudge Mallows,133361,18.0,5,12.0,6.0,2024-05-14,2029-11-07,First Class
Wonka Bar - Nutty Crunch Surprise,133361,10.47,3,7.47,3.0,2024-05-14,2029-11-07,First Class
Wonka Bar - Triple Dazzle Caramel,111577,26.25,7,17.15,9.1,2024-10-16,2030-04-13,Standard Class
Wonka Bar - Nutty Crunch Surprise,106810,6.98,2,4.98,2.0,2021-05-14,2026-11-10,Standard Class
Wonka Bar -Scrumdiddlyumptious,110786,18.0,5,12.5,5.5,2021-12-29,2027-06-25,Standard Class
Wonka Bar - Nutty Crunch Surprise,110786,20.94,6,14.94,6.0,2021-12-29,2027-06-25,Standard Class
Wonka Bar - Nutty Crunch Surprise,110786,10.47,3,7.47,3.0,2021-12-29,2027-06-25,Standard Class
Wonka Bar - Fudge Mallows,110786,32.4,9,21.6,10.8,2021-12-29,2027-06-25,Standard Class
Wonka Bar - Nutty Crunch Surprise,110786,13.96,4,9.96,4.0,2021-12-29,2027-06-25,Standard Class
Wonka Bar - Nutty Crunch Surprise,110786,20.94,6,14.94,6.0,2021-12-29,2027-06-25,Standard Class
Wonka Bar -Scrumdiddlyumptious,110786,10.8,3,7.5,3.3,2021-12-29,2027-06-25,Standard Class
Wonka Gum,134474,2.5,2,1.3,1.2,2023-01-05,2028-06-29,Second Class
Wonka Bar -Scrumdiddlyumptious,134474,21.6,6,15.0,6.6,2023-01-05,2028-06-29,Second Class
Wonka Bar -Scrumdiddlyumptious,134474,7.2,2,5.0,2.2,2023-01-05,2028-06-29,Second Class
Wonka Bar - Triple Dazzle Caramel,138079,18.75,5,12.25,6.5,2023-01-22,2028-07-20,Standard Class
Wonka Bar - Fudge Mallows,123946,14.4,4,9.6,4.8,2023-09-12,2029-03-09,Standard Class
Wonka Bar - Triple Dazzle Caramel,123946,11.25,3,7.35,3.9,2023-09-12,2029-03-09,Standard Class
Wonka Bar - Milk Chocolate,123946,16.25,5,10.55,5.7,2023-09-12,2029-03-09,Standard Class
Wonka Bar - Milk Chocolate,123946,9.75,3,6.33,3.42,2023-09-12,2029-03-09,Standard Class
Wonka Bar - Fudge Mallows,123015,10.8,3,7.2,3.6,2023-12-26,2029-06-21,Standard Class
Wonka Bar - Triple Dazzle Caramel,142342,18.75,5,12.25,6.5,2024-07-17,2030-01-09,Second Class
Wonka Bar - Nutty Crunch Surprise,142342,17.45,5,12.45,5.0,2024-07-17,2030-01-09,Second Class
Wonka Gum,142342,6.25,5,3.25,3.0,2024-07-17,2030-01-09,Second Class
Wonka Bar -Scrumdiddlyumptious,142342,7.2,2,5.0,2.2,2024-07-17,2030-01-09,Second Class
Wonka Bar - Fudge Mallows,155852,14.4,4,9.6,4.8,2021-03-03,2026-08-28,Second Class
Wonka Bar - Fudge Mallows,132836,21.6,6,14.4,7.2,2022-06-01,2027-11-26,Standard Class
Wonka Bar - Fudge Mallows,132836,25.2,7,16.8,8.4,2022-06-01,2027-11-26,Standard Class
Wonka Bar - Milk Chocolate,132836,6.5,2,4.22,2.28,2022-06-01,2027-11-26,Standard Class
Wonka Bar - Milk Chocolate,132836,6.5,2,4.22,2.28,2022-06-01,2027-11-26,Standard Class
Wonka Bar -Scrumdiddlyumptious,164497,14.4,4,10.0,4.4,2022-11-28,2028-05-22,First Class
Wonka Bar -Scrumdiddlyumptious,126347,7.2,2,5.0,2.2,2022-12-14,2028-06-10,Second Class
Wonka Bar - Nutty Crunch Surprise,115378,6.98,2,4.98,2.0,2023-11-18,2029-05-15,Second Class
